sentence,onset,offset,duration
他们就不会提出一大堆问题来和你纠缠,721.59,724.11,2.519999999999982
他们就是这样的,724.9000000000001,725.9000000000001,1.0
小孩子们对大人们应该宽厚些,726.3900000000001,728.86,2.4699999999999136
不要埋怨他们,729.33,730.27,0.9399999999999409
当然对我们懂得生活的人来说我们才不在乎那些编号呢,731.37,736.26,4.889999999999986
我真愿意像讲神话那样来开始这个故事,736.77,739.8800000000001,3.1100000000001273
我真想这样说从前呀有一个小王子他住在一个和他身体差不多大的星球上,740.59,748.02,7.42999999999995
他希望有一个朋友,748.6500000000001,750.0300000000001,1.3799999999999955
对懂得生活的人来说这样说就显得真实,751.1700000000001,754.52,3.349999999999909
我可不喜欢人们轻率地读我的书,755.9200000000001,758.0300000000001,2.1100000000000136
我在讲述这些往事时心情是很难过的,758.84,761.57,2.730000000000018
我的朋友带着他的小羊已经离去六年了,762.3800000000001,765.4000000000001,3.019999999999982
我之所以在这里尽力地把他描写出来就是为了不要忘记他,766.37,771.21,4.840000000000032
忘记一个朋友这太叫人悲伤了,772.24,775.23,2.990000000000009
并不是所有的人都有过一个朋友,776.25,778.6300000000001,2.380000000000109
再说我也可能变成那些大人那样只对数字感兴趣,779.61,784.57,4.960000000000036
也正是为了这个缘故我买了一盒颜料和一些铅笔,786.0600000000001,789.5,3.439999999999941
像我这样年纪的人而且除了六岁时画过闭着肚皮的和开着肚皮的巨蟒外别的什么也没有尝试过现在重新再来画画真费劲啊,790.12,801.49,11.370000000000005
当然我一定要把这些画尽量地画得逼真,802.61,806.02,3.409999999999968
但我自己也没有把握,806.83,808.5300000000001,1.7000000000000455
一张画得还可以另一张就不像了,809.3800000000001,812.57,3.189999999999941
还有身材大小我画得有点儿不准确,813.1800000000001,815.82,2.6399999999999864
在这个地方小王子画得太大了些另一个地方又画得太小了些,816.74,822.46,5.720000000000027
对他衣服的颜色我也拿不准,823.26,825.45,2.1900000000000546
于是我就摸索着这么试试那么改改画个大概齐,826.53,831.1400000000001,4.610000000000127
我很可能在某些重要的细节上画错了,832.03,834.8100000000001,2.7800000000000864
这就得请大家原谅我了,835.58,837.49,1.9099999999999682
因为我的这个朋友从来也不加说明解释,838.49,841.51,3.019999999999982
他认为我同他一样,842.22,843.45,1.2300000000000182
可是很遗憾我却不能透过盒子看见小羊,844.57,848.33,3.759999999999991
我大概有点儿和大人们差不多,849.1800000000001,851.1100000000001,1.9300000000000637
我一定是变老了,851.95,854.0,2.0499999999999545
每天我都了解到一些关于小王子的星球他的出走和旅行等事情,855.98,860.75,4.769999999999982
这些都是偶然从各种反应中慢慢得到的,861.51,864.5,2.990000000000009
就这样第三天我就了解到关于猴面包树的悲剧,865.35,870.4300000000001,5.080000000000041
这一次又是因为羊的事情,871.3800000000001,873.46,2.0799999999999272
突然小王子好像是非常担心地问我道羊吃小灌木这是真的吗,874.1,880.45,6.350000000000023
是的是真的,881.35,882.96,1.6100000000000136
啊我真高兴,883.72,886.1200000000001,2.400000000000091
我不明白羊吃小灌木这件事儿为什么如此重要,886.78,890.6,3.82000000000005
可小王子又说道因此它们也吃猴面包树啰,891.3700000000001,896.32,4.949999999999932
我对小王子说猴面包树可不是小灌木而是像教堂那么大的大树,897.58,903.27,5.689999999999941
即便是带回一群大象也啃不了一棵猴面包树,903.8700000000001,907.3900000000001,3.519999999999982
一群大象这种想法使小王子发笑,908.47,911.07,2.6000000000000227
那可得把这些大象一只叠一只地磊起来,911.8900000000001,915.0600000000001,3.169999999999959
他很有见识地说猴面包树在长大之前开始也是小小的,915.6500000000001,921.02,5.369999999999891
那是不错我说,921.9000000000001,923.5600000000001,1.6599999999999682
可是为什么你想叫你的羊去吃小猴面包树呢,924.25,927.4200000000001,3.1700000000000728
他回答我道唉这还用说,928.1700000000001,931.35,3.17999999999995
似乎这是不言而喻的,931.9000000000001,933.8900000000001,1.990000000000009
可是我自己要费很大的心劲儿才能弄懂这个问题,934.96,938.3700000000001,3.410000000000082
原来在小王子的星球上就像其他所有星球上一样有好草和坏草因此也就有益草的草籽和毒草的草籽,939.03,949.26,10.230000000000018
可是草籽是看不见的,949.9000000000001,951.6700000000001,1.7699999999999818
它们沉睡在泥土里直到其中的一粒忽然想要苏醒过来,952.3800000000001,956.58,4.199999999999932
于是它就伸展开身子开始腼腆地朝着太阳长出一棵秀丽可爱的小嫩苗,957.32,963.0500000000001,5.730000000000018
如果是小萝卜或是玫瑰的嫩苗就让它去自由地生长,963.84,968.1700000000001,4.330000000000041
如果是一棵坏苗一旦被辨认出来就应该马上把它拔掉,968.72,973.1400000000001,4.420000000000073
因为在小王子的星球上有些非常可怕的种子,974.1600000000001,977.4000000000001,3.240000000000009
这就是猴面包树的种子,978.08,980.01,1.92999999999995
在那里的泥土里这种种子多得成灾,980.69,983.7,3.009999999999991
而一棵猴面包树苗假如你拔得太迟就再也无法把它清除掉,984.19,989.1600000000001,4.970000000000027
它就会盘踞整个星球,989.9000000000001,991.45,1.5499999999999545
它的树根能把星球钻透,992.0,993.83,1.830000000000041
如果星球很小而猴面包树很多它就把整个星球搞得支离破碎,994.48,999.57,5.090000000000032
这是个纪律问题小王子后来向我解释道,1000.6700000000001,1005.02,4.349999999999909
当你早上梳洗完毕以后必须仔细地给星球梳洗,1005.8800000000001,1009.7,3.8199999999999363
必须规定自己按时去拔掉猴面包树苗,1010.1800000000001,1013.1700000000001,2.990000000000009
这种树苗小的时候与玫瑰苗差不多,1013.84,1016.5600000000001,2.7200000000000273
一旦可以把它们区别开的时候就要把它拔掉,1017.1400000000001,1020.3100000000001,3.169999999999959
这是一件非常乏味的工作但很容易小王子说,1021.08,1025.98,4.899999999999977
有一天他劝我用心地画一幅漂亮的图画好叫我家乡的孩子们对这件事有一个深刻的印象,1026.73,1033.94,7.210000000000036
他还对我说如果将来有一天他们出外旅行这对他们是很有用的,1034.78,1041.0500000000002,6.270000000000209
有时候人们把自己的工作推到以后去做并没有什么妨害但要遇到拔猴面包树苗这种事那就非造成大灾难不可,1041.75,1052.16,10.410000000000082
我遇到过一个星球上面住着一个懒家伙,1052.9,1056.01,3.1099999999999
他放过了三棵小树苗,1056.53,1058.0,1.4700000000000273
于是根据小王子的说明我把这个星球画了下来,1059.21,1063.29,4.079999999999927
我从来不大愿意以道学家的口吻来说话,1064.18,1066.92,2.740000000000009
可是猴面包树的危险大家都不大了解,1067.63,1070.3600000000001,2.730000000000018
对迷失在小行星上的人来说危险性非常之大,1070.9,1074.27,3.369999999999891
因此这一回我贸然打破了我的这种不喜欢教训人的惯例,1074.98,1079.18,4.2000000000000455
孩子们我说要当心那些猴面包树呀,1080.22,1084.1,3.8799999999998818
为了叫我的朋友们警惕这种危险他们同我一样长期以来和这种危险接触却没有意识到它的危险性我花了很大的功夫画了这幅画,1085.1100000000001,1096.3400000000001,11.230000000000018
我提出的这个教训意义是很重大的,1096.88,1099.54,2.6599999999998545
花点儿功夫是很值得的,1100.19,1101.94,1.75
你们也许要问为什么这本书中别的画都没有这副画那么壮观呢,1102.81,1107.5900000000001,4.7800000000002
回答很简单我也试了,1108.27,1110.62,2.349999999999909
别的画我也曾经试图画得好些却没成功,1111.27,1114.99,3.7200000000000273
而当我画猴面包树时有一种急切的心情在激励着我,1115.5300000000002,1119.72,4.189999999999827
啊小王子就这样我逐渐懂得了你那忧郁的生活,1121.67,1126.91,5.240000000000009
过去相当长的时间里你唯一的乐趣就是观赏那夕阳西下的温柔晚景,1127.77,1133.19,5.420000000000073
这个新的细节是我在第四天早晨知道的,1134.06,1137.3400000000001,3.2800000000002
你当时对我说道我喜欢看日落,1138.22,1140.95,2.730000000000018
我们去看一回日落吧,1141.73,1143.5700000000002,1.8400000000001455
可是得等着我说,1144.6100000000001,1147.42,2.8099999999999454
等什么,1148.4,1148.92,0.5199999999999818
等太阳落山,1149.91,1150.74,0.8299999999999272
我们必须等到那个时候,1151.2800000000002,1152.72,1.4399999999998272
开始你显得很惊奇的样子,1153.66,1155.85,2.189999999999827
随后你笑自己的糊涂,1156.44,1157.95,1.509999999999991
你对我说我总以为是在我的家乡呢,1158.66,1162.42,3.759999999999991
确实大家都知道在美国是正午时分在法国正夕阳西下,1163.5900000000001,1169.56,5.9699999999998
只要在一分钟内赶到法国就可看到日落,1170.22,1172.98,2.759999999999991
可惜法国是那么的遥远,1173.76,1175.93,2.1700000000000728
而在你那样的小行星上你只要把你的椅子挪动几步就行了,1176.92,1181.06,4.139999999999873
这样你便可随时看到你想看的夕阳余晖,1181.62,1185.18,3.560000000000173
一天我看见过四十三次日落你对我说,1186.3000000000002,1190.87,4.569999999999709
过一会儿你又说你知道当人们感到非常苦闷时总是喜欢日落的,1191.6100000000001,1198.5,6.889999999999873
你怎么会这么苦闷我问,1199.75,1202.06,2.3099999999999454
一天四十三次,1202.76,1204.46,1.7000000000000455
但是小王子没有回答,1205.5300000000002,1207.6100000000001,2.0799999999999272
第五天还是羊的事儿把小王子的生活秘密向我揭开了,1207.6100000000001,1212.63,5.019999999999982
好像默默地思索了很长时间以后得出了什么结果一样他突然没头没脑地问我羊要是吃小灌木它也要吃花啰,1213.2600000000002,1222.7900000000002,9.529999999999973
羊它碰到什么吃什么我回答,1223.8400000000001,1226.8200000000002,2.980000000000018
连有刺儿的花也吃吗,1227.72,1228.88,1.1600000000000819
有刺的也吃,1229.5800000000002,1230.45,0.8699999999998909
那么刺有什么用呢,1231.0900000000001,1232.8700000000001,1.7799999999999727
我不知道该怎么回答,1233.94,1235.48,1.5399999999999636
那会儿我正忙着要从发动机上卸下一颗拧得太紧的螺丝,1236.14,1239.98,3.839999999999918
我发现机器故障似乎很严重,1240.71,1242.45,1.740000000000009
饮水也快完了,1242.95,1243.88,0.9300000000000637
担心可能发生最坏的情况心里很着急,1244.6200000000001,1247.13,2.509999999999991
那么刺有什么用呢,1247.92,1249.3600000000001,1.4400000000000546
小王子一旦提出了问题从来不会放过,1250.3300000000002,1252.7600000000002,2.4300000000000637
这个该死的螺丝使我很恼火,1253.23,1255.1100000000001,1.8800000000001091
我于是就随便回答了他一句刺么什么用都没有,1255.46,1259.5200000000002,4.060000000000173
这纯粹是花的恶劣表现,1259.93,1261.3300000000002,1.400000000000091
噢,1262.21,1262.46,0.25
可是他沉默了一会儿之后怀着不满的心情冲我说我不信,1263.6100000000001,1267.93,4.319999999999936
花是弱小的,1268.5600000000002,1269.3600000000001,0.7999999999999545
它们是淳朴的,1269.7500000000002,1270.6000000000001,0.849999999999909
它们总是设法保护自己,1271.1100000000001,1272.6000000000001,1.490000000000009
以为有了刺就可以显出自己的厉害,1273.0800000000002,1275.7600000000002,2.6800000000000637
我默不作声,1276.8700000000001,1277.5900000000001,0.7200000000000273
我当时想的如果这个螺丝再和我作对我就一锤子敲掉它,1278.13,1281.98,3.849999999999909
小王子又来打搅我的思绪了,1282.6200000000001,1284.5900000000001,1.9700000000000273
你却认为花,1284.91,1285.91,1.0
算了吧我喊道,1286.16,1287.8300000000002,1.6700000000000728
算了吧算了吧,1288.46,1289.92,1.4600000000000364
我什么也不认为,1290.63,1291.46,0.8299999999999272
我是随便回答你的,1291.9,1292.8100000000002,0.9100000000000819
我可有正经事要做,1293.17,1294.19,1.0199999999999818
他惊讶地看着我,1294.93,1295.9,0.9700000000000273
正经事,1296.7400000000002,1297.5200000000002,0.7799999999999727
他瞅着我手拿锤子手指沾满了油污伏在一个在他看来丑不可言的机件上,1298.3300000000002,1303.8300000000002,5.5
你说话就和那些大人一样,1304.5900000000001,1307.1200000000001,2.5299999999999727
这话使我有点儿难堪,1308.19,1310.0200000000002,1.8300000000001546
可是他又尖刻无情地说道你什么都分不清,1310.8100000000002,1313.8400000000001,3.0299999999999727
你把什么都混在一起,1314.2800000000002,1315.44,1.1599999999998545
他着实非常恼火,1316.48,1317.5700000000002,1.0900000000001455
摇动着脑袋,1317.94,1318.69,0.75
金黄色的头发随风颤动着,1319.1000000000001,1320.98,1.8799999999998818
我到过一个星球上面住着一个红脸先生,1322.0000000000002,1324.88,2.8799999999998818
他从来没闻过一朵花,1325.3500000000001,1326.72,1.3699999999998909
他从来没有看过一颗星星,1327.14,1329.0300000000002,1.8900000000001
他什么人也没有喜欢过,1329.63,1331.0400000000002,1.4100000000000819
除了算账以外他什么也没有做过,1331.5100000000002,1333.88,2.369999999999891
他整天同你一样老是说我有正经事我是个严肃的人,1334.5000000000002,1339.0800000000002,4.579999999999927
这使他傲气十足,1340.2800000000002,1341.45,1.1699999999998454
他简直不像是个人,1341.8200000000002,1342.92,1.099999999999909
他是个蘑菇,1343.25,1343.96,0.7100000000000364
是个什么,1344.7200000000003,1345.2,0.4799999999997908
是个蘑菇,1345.8400000000001,1346.68,0.8399999999999181
小王子当时气得脸色发白,1347.7400000000002,1350.0400000000002,2.2999999999999545
几百万年以来花儿都在制造着刺,1351.2900000000002,1354.0400000000002,2.75
几百万年以来羊仍然在吃花,1354.41,1356.8700000000001,2.4600000000000364
要搞清楚为什么花儿费那么大劲儿给自己制造没有什么用的刺这难道不是正经事儿,1357.3500000000001,1362.8300000000002,5.480000000000018
难道羊和花之间的战争不重要,1363.48,1365.39,1.9100000000000819
这难道不比那个大胖子红脸先生的账目更重要,1366.1000000000001,1369.23,3.1299999999998818
如果我认识一朵人世间唯一的花,1370.0800000000002,1372.0800000000002,2.0
只有我的星球上有它别的地方都不存在,1372.6000000000001,1375.21,2.6099999999999
而一只小羊糊里糊涂就这样把它一下子毁掉了,1375.75,1378.8400000000001,3.0900000000001455
这难道不重要,1379.2700000000002,1380.0700000000002,0.7999999999999545
他的脸气得发红然后又接着说道如果有人爱上了在这亿万颗星星中独一无二的一株花当他看着这些星星的时候这就足以使他感到幸福,1381.5600000000002,1393.88,12.319999999999936
他可以自言自语地说我的那朵花就在其中的一颗星星上,1394.43,1398.88,4.4500000000000455
但是如果羊吃掉了这朵花对他来说好像所有的星星一下子全都熄灭了一样,1399.7900000000002,1405.42,5.629999999999882
这难道也不重要吗,1406.0900000000001,1407.64,1.5499999999999545
他无法再说下去了,1409.0300000000002,1410.2400000000002,1.2100000000000364
突然泣不成声,1411.0700000000002,1412.18,1.1099999999999
夜幕已经降临,1413.45,1414.3500000000001,0.900000000000091
我放下手中的工具,1414.9700000000003,1416.0,1.0299999999997453
我把锤子螺钉饥渴死亡全都抛在脑后,1416.5600000000002,1421.13,4.569999999999936
在一颗星球上在一颗行星上在我的行星上在地球上有一个小王子需要安慰,1422.0100000000002,1428.96,6.949999999999818
